央视,#genre#
黑龙江卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227753/index.m3u8
黑龙江卫视,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221228233/index.m3u8
黑龙江卫视,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视,http://183.207.249.165/ott.js.chinamobile.com/PLTV/3/224/3221227514/index.m3u8
NewTV,#genre#
SiTV全纪实,http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221227771/index.m3u8
SiTV动漫秀场,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227774/index.m3u8
SiTV都市剧场,http://223.110.236.12/ott.js.chinamobile.com/PLTV/3/224/3221227710/index.m3u8
NewTV潮妈辣婆,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227527/index.m3u8
NewTV中国功夫,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227530/index.m3u8
NewTV怡伴健康,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227612/index.m3u8
NewTV军事评论,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227544/index.m3u8
NewTV军旅剧场,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227603/index.m3u8
NewTV农业致富,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227588/index.m3u8
NewTV动作电影,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227606/index.m3u8
NewTV古装剧场,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227542/index.m3u8
NewTV家庭剧场,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227600/index.m3u8
NewTV惊悚悬疑,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227536/index.m3u8
NewTV武搏世界,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227533/index.m3u8
NewTV爱情喜剧,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227548/index.m3u8
NewTV精品体育,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227615/index.m3u8
NewTV精品大剧,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221227618/index.m3u8
NewTV精品纪录,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227547/index.m3u8
NewTV金牌综艺,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227541/index.m3u8
NewTV明星大片,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
黑莓动画,http://223.110.235.21/ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://223.110.236.7/ott.js.chinamobile.com/PLTV/3/224/3221227523/index.m3u8
黑莓电影,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227520/index.m3u8
黑莓电影,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221225567/index.m3u8
江西陶瓷 7M1080http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221227768/index.m3u8
上海纪实人文,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227674/index.m3u8
上海纪实人文,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227635/index.m3u8
北京冬奥纪实,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227711/index.m3u8
哒啵赛事,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225539/index.m3u8
咪咕怀旧剧场 2M1080http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221228120/index.m3u8
咪咕视频 1080http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228084/index.m3u8
咪咕视频 1080http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228117/index.m3u8
咪咕视频 1080http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221228155/index.m3u8
咪咕视频,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221228129/index.m3u8
咪咕视频,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221228206/index.m3u8
